ID Pemesanan,Status Pesanan,Kode Pesanan Affiliate,Waktu Pemesanan,Waktu Terselesaikan,Waktu Klik,Nama Toko,ID Shop,Tipe toko.,ID Barang,Nama Barange,ID Model,Tipe Produk,ID Promosi,L1 Kategori Global,L2 Kategori Global,L3 Kategori Global,Harga(Rp),Jumlah,Tipe Penawaran,Kampanye Partnerr,Nilai Pembelian(Rp),Jumlah Pengembalian Dana(Rp),Persentase Komisi Shopee pada Produk,Komisi Barang Shopee(Rp),Persentase Komisi XTRA pada Produk,Komisi XTRA Produk(Rp),Total Komisi per Produk(Rp),Komisi Shopee per Pesanan(Rp),Komisi XTRA per Pesanan(Rp),Total Komisi per Pesanan(Rp),Nama MCN Terhubung,ID Kontrak MCN,Persentase Biaya Manajemen MCN,Biaya Manajemen MCN(Rp),Persentase Pembagian Komisi Affiliate,Komisi Bersih Affiliate (Rp),Status Produk Affiliate,Catatan Produk,Tipe Pesanan,Status Pemebelian,Tag_link1,Tag_link2,Tag_link3,Tag_link4,Tag_link5,Platform
2606033BJ5MK0G,Tertunda,234115500273905,2026-06-02 23:05:07,,2026-06-01 17:45:03,Olike Official Shop,59414059,Shopee Mall(Non-CB),26774187054,[Best Selling] Olike Super Bass Mini TWS T114 lite Wireless Earphone Headset Bluetooth 6.0 IPX4,157656989774,Normal Product,,Audio,"Earphone, Headphone, & Headset",,112000,2,Komisi XTRA,,196293,,0.50%,981.465,2.50%,4907.325,5888.79,0,0,0,,0,0.00%,0,100.00%,0,Tertunda,Pesanan sedang diproses. Komisi akan dikonfirmasi setelah pesanan selesai.,Pesanan dari Toko yang tidak Dipromosikan,Ada,Atayasetelankaosanak,,,,,Facebook
2606023APQA2V2,Tertunda,234114579271292,2026-06-02 22:49:47,,2026-06-02 22:40:32,Megah Sakti Official Store,149492840,Shopee Mall(Non-CB),7545229826,Megah Sakti - Cod Liver Oil Cap Ikan Paus - Suplemen Kesehatan Tubuh Minyak Ikan,60514927957,Normal Product,,Kesehatan,Suplemen Makanan,Kesejahteraan,23000,1,Komisi XTRA,,23000,,1.50%,345,0.50%,115,460,345,115,460,,0,0.00%,0,100.00%,460,Tertunda,Pesanan sedang diproses. Komisi akan dikonfirmasi setelah pesanan selesai.,Pesanan dari Toko yang tidak Dipromosikan,Ada,Atayasetelankaosanak,,,,,Facebook
2606023AP8XE90,Tertunda,234114564218063,2026-06-02 22:49:24,,2026-06-02 22:42:08,Ula_Cobra01,608232887,C2C(Non-CB),28141183276,PROMO TERLARIS!! 6 Pcs Miniset Remaja Termurah/Miniset SD/SMP Usia 7-14Tahun/ Bra Remaja/Bra Termurah/Bra Cewek,287062858145,Normal Product,,Fashion Bayi & Anak,Pakaian Anak Perempuan,Pakaian Dalam,24500,1,Komisi XTRA,,20500,,0.00%,0,5.00%,1025,1025,0,1025,1025,,0,0.00%,0,100.00%,1025,Tertunda,Pesanan sedang diproses. Komisi akan dikonfirmasi setelah pesanan selesai.,Pesanan dari Toko yang tidak Dipromosikan,Ada,Atayasetelankaosanak,,,,,Facebook
2606023ANRSHC2,Tertunda,234114547276776,2026-06-02 22:49:14,,2026-06-02 22:37:39,samawa_grosir,536898082,C2C(Non-CB),51858518742,Motif Abstrak - Celana Panjang Wanita Baggy Kantor Kuliah - Kulot Pinstripe - Celana Formal Casual,272521470257,Normal Product,,Pakaian Wanita,Celana Panjang & Legging,Celana Panjang,26999,1,Komisi Shopee,,23680,,0.00%,0,0.00%,0,0,0,0,0,,0,0.00%,0,100.00%,0,Tertunda,Pesanan sedang diproses. Komisi akan dikonfirmasi setelah pesanan selesai.,Pesanan dari Toko yang tidak Dipromosikan,Ada,Atayasetelankaosanak,,,,,Facebook
2606023ANRSHC2,Tertunda,234114547276776,2026-06-02 22:49:14,,2026-06-02 22:37:39,samawa_grosir,536898082,C2C(Non-CB),51858518742,Motif Abstrak - Celana Panjang Wanita Baggy Kantor Kuliah - Kulot Pinstripe - Celana Formal Casual,272521470264,Normal Product,,Pakaian Wanita,Celana Panjang & Legging,Celana Panjang,26999,1,Komisi Shopee,,23680,,0.00%,0,0.00%,0,0,0,0,0,,0,0.00%,0,100.00%,0,Tertunda,Pesanan sedang diproses. Komisi akan dikonfirmasi setelah pesanan selesai.,Pesanan dari Toko yang tidak Dipromosikan,Ada,Atayasetelankaosanak,,,,,Facebook
2606023A8P401X,Tertunda,234114108268697,2026-06-02 22:41:49,,2026-06-02 22:35:07,UMP SHOP,185038613,Preferred(Non-CB),14150070948,BAUT SETELAN LANGSAM BEAT FI BEAT POP VARIO 110 VARIO 125 VARIO 150 BAUT STELAN LANSAM BEAT FI,124104364000,Normal Product,,Sepeda Motor,Suku Cadang Motor,Suku Cadang Motor Lainnya,3000,2,Komisi XTRA,,0,,1.50%,0,1.00%,0,0,0,0,0,,0,0.00%,0,100.00%,0,Tertunda,Pesanan sedang diproses. Komisi akan dikonfirmasi setelah pesanan selesai.,Pesanan dari Toko yang tidak Dipromosikan,Ada,WallpaperDindingVinyl,,,,,Facebook
2606023A4WXUV9,Tertunda,234113982275864,2026-06-02 22:39:49,,2026-06-02 22:25:32,Tiga Putra sentral teknik,1337920916,Preferred(Non-CB),27226963644,"Engsel Pintu 4 Inch Tebal Silver Gomeo – Anti Karat.Untuk Jendela, Pintu Kayu & Aluminium",257693300670,Normal Product,,Perlengkapan Rumah,Alat Pertukangan & Renovasi Rumah,Pintu & Jendela,218000,1,Komisi XTRA,,196200,,1.50%,2943,3.50%,6867,9810,2943,6867,9810,,0,0.00%,0,100.00%,9810,Tertunda,Pesanan sedang diproses. Komisi akan dikonfirmasi setelah pesanan selesai.,Pesanan dari Toko yang tidak Dipromosikan,Ada,Atayasetelankaosanak,,,,,Facebook
2606023A1PVWVJ,Tertunda,234113874205105,2026-06-02 22:37:55,,2026-06-02 22:30:01,NajwaFashionMuslim,67693195,Preferred(Non-CB),26662594053,Najwa - Ataya Setelan Kaos Anak Perempuan Karakter Digital Printing Terlaris / Fashion Oneset Baju Pendek & Celana / Rok Pendek ,385924425681,Normal Product,,Fashion Bayi & Anak,Pakaian Anak Perempuan,Jas & Setelan,29890,1,Komisi XTRA,,29890,,1.50%,448.35,10.00%,2989,3437.35,448.35,2989,3437.35,,0,0.00%,0,100.00%,3437.35,Tertunda,Pesanan sedang diproses. Komisi akan dikonfirmasi setelah pesanan selesai.,Pesanan Produk dari Toko yang Dipromosikan,Ada,Atayasetelankaosanak,,,,,Facebook
2606023A0D0KRW,Tertunda,234113830282700,2026-06-02 22:37:12,,2026-06-02 22:28:06,Jestham Official Store ,4703852,Shopee Mall(Non-CB),28870781748,Jestham Flawless Facial Wash All Skin Type,237155889919,Normal Product,,Perawatan & Kecantikan,Perawatan Wajah,Pembersih Wajah,39999,1,Komisi XTRA,,39999,,1.50%,599.985,5.00%,1999.95,2599.935,599.985,1999.95,2599.935,,0,0.00%,0,100.00%,2599.935,Tertunda,Pesanan sedang diproses. Komisi akan dikonfirmasi setelah pesanan selesai.,Pesanan dari Toko yang tidak Dipromosikan,Ada,Atayasetelankaosanak,,,,,Facebook
26060239N4FUTM,Tertunda,234113452243922,2026-06-02 22:30:56,,2026-06-02 22:24:36,NaturalBeauty2023,1039049680,Preferred(Non-CB),29076777467,Dapat 5 Botol Parfum Anak Kiddy Series Blessing Treasure 30mL Eau De Cologne Tahan Lama,195802196580,Normal Product,,Ibu & Bayi,Perlengkapan Mandi,Parfum Bayi,24555,1,Komisi XTRA,,24555,,1.50%,368.325,4.00%,982.2,1350.525,368.325,982.2,1350.525,,0,0.00%,0,100.00%,1350.525,Tertunda,Pesanan sedang diproses. Komisi akan dikonfirmasi setelah pesanan selesai.,Pesanan dari Toko yang tidak Dipromosikan,Ada,Atayasetelankaosanak,,,,,Facebook
260602397BVCDE,Tertunda,234112990230590,2026-06-02 22:23:10,,2026-06-02 17:12:26,hokiflix,391189127,C2C(Non-CB),29969617203,NETFLXXX 3BULAN MURAH ANTI HOLD TANPA VPN ULTRA HD [FULL GARANSI],257176628504,Normal Product,,Komputer & Aksesoris,Software,,25850,1,Komisi XTRA,,25850,,0.00%,0,0.50%,129.25,129.25,0,129.25,129.25,,0,0.00%,0,100.00%,129.25,Tertunda,Pesanan sedang diproses. Komisi akan dikonfirmasi setelah pesanan selesai.,Pesanan dari Toko yang tidak Dipromosikan,Ada,WallpaperDindingVinyl,,,,,Instagram
260602390Q8V5X,Tertunda,234112768296751,2026-06-02 22:19:49,,2026-06-02 15:36:27,Adinda Home Art,114451931,Preferred(Non-CB),17701041507,Rak kayu serbaguna/rak bumbu serbaguna/hiasan dinding,146516981256,Normal Product,,Perlengkapan Rumah,Perlengkapan Dapur,Rak Dapur,52500,1,Komisi Shopee,,48500,,1.50%,727.5,0.00%,0,727.5,727.5,0,727.5,,0,0.00%,0,100.00%,727.5,Tertunda,Pesanan sedang diproses. Komisi akan dikonfirmasi setelah pesanan selesai.,Pesanan dari Toko yang tidak Dipromosikan,Ada,rakdapur3,,,,,Facebook
2606023913K6HP,Tertunda,234112780221305,2026-06-02 22:19:41,,2026-06-02 22:09:45,alfinsandang,17821964,Preferred(Non-CB),25566218802,Kelambu Kotak Polos Jumbo Ukuran 180 x 200,250397078928,Normal Product,,Perlengkapan Rumah,Kamar Tidur,Kelambu,37900,1,Komisi XTRA,,36005,,1.50%,540.075,1.50%,540.075,1080.15,540.075,540.075,1080.15,,0,0.00%,0,100.00%,1080.15,Tertunda,Pesanan sedang diproses. Komisi akan dikonfirmasi setelah pesanan selesai.,Pesanan dari Toko yang tidak Dipromosikan,Ada,Atayasetelankaosanak,,,,,Facebook
26060238JQWMQH,Tertunda,234112298215719,2026-06-02 22:11:38,,2026-06-02 22:09:38,Lightstore.01,371940233,Preferred(Non-CB),45810333106,Setelan Anak Perempuan Terbaru Celana Salur Renda Motif Gadis Bahan Babyterry Tersedia Usia 1 sampai 10 tahun,395906268835,Normal Product,,Fashion Bayi & Anak,Pakaian Anak Perempuan,Bawahan,69750,1,Komisi XTRA,,66744,,1.50%,1001.16,5.00%,3337.2,4338.36,1001.16,3337.2,4338.36,,0,0.00%,0,100.00%,4338.36,Tertunda,Pesanan sedang diproses. Komisi akan dikonfirmasi setelah pesanan selesai.,Pesanan dari Toko yang tidak Dipromosikan,Ada,Atayasetelankaosanak,,,,,Facebook
26060238G2377M,Tertunda,234112208223093,2026-06-02 22:10:08,,2026-06-02 21:19:47,Sigma Farm,16112062,Preferred(Non-CB),23152403016,"Paket-paket benih 25 jenis, 20 jenis, 15 jenis, 10 jenis Sayuran Daun dan Sayuran Buah",295947150310,Normal Product,,Perlengkapan Rumah,Taman,Bibit & Umbi,11700,1,Komisi Shopee,,11700,,1.50%,175.5,0.00%,0,175.5,175.5,0,175.5,,0,0.00%,0,100.00%,175.5,Tertunda,Pesanan sedang diproses. Komisi akan dikonfirmasi setelah pesanan selesai.,Pesanan dari Toko yang tidak Dipromosikan,Ada,rakdapur3,,,,,Others
26060238BRTTXY,Tertunda,234112065291673,2026-06-02 22:08:06,,2026-06-02 21:24:50,apriliasbyaurora,406345491,Preferred(Non-CB),24937040210,AZARA JILBAB OSKARA SYARI METAL LOGO HIJAB JUMBO 130X130CM LASERCUT KERUDUNG SEGI EMPAT JUMBO,207876700800,Normal Product,,Fashion Muslim,Pakaian Muslim Wanita,Hijab,22987,1,Komisi XTRA,,22987,,1.50%,344.805,1.00%,229.87,574.675,344.805,229.87,574.675,,0,0.00%,0,100.00%,574.675,Tertunda,Pesanan sedang diproses. Komisi akan dikonfirmasi setelah pesanan selesai.,Pesanan dari Toko yang tidak Dipromosikan,Ada,Atayasetelankaosanak,,,,,Facebook
260602385EJPUF,Tertunda,234111852215574,2026-06-02 22:04:12,,2026-06-02 21:59:13,Goojodoq Authorized Store Surabaya,1412347694,Preferred(Non-CB),40157013745,[GOOJODOQ × nailoong]GFS002 Kipas senter/ 4000mAh High-speed kipas 100 Gear Wind kipas angin Digital Display Adjustable Turbo ki,280595626135,Normal Product,,Handphone & Aksesoris,Aksesoris,Kipas USB,184530,1,Komisi XTRA,,136669,,0.50%,683.345,4.00%,5466.76,6150.105,683.345,5466.76,6150.105,,0,0.00%,0,100.00%,6150.105,Tertunda,Pesanan sedang diproses. Komisi akan dikonfirmasi setelah pesanan selesai.,Pesanan dari Toko yang tidak Dipromosikan,Ada,Atayasetelankaosanak,,,,,Facebook
26060237MA99RM,Tertunda,234111277281913,2026-06-02 21:54:39,,2026-06-02 21:47:40,VJ RUMAH BUNGA,46083996,Preferred(Non-CB),40179024884,Benih seribuan Best Seller Benih Bibit Sayur Seribuan,365604785732,Normal Product,,Perlengkapan Rumah,Taman,Bibit & Umbi,1000,5,Komisi XTRA,,5000,,1.50%,75,8.00%,400,475,390,2080,2470,,0,0.00%,0,100.00%,2470,Tertunda,Pesanan sedang diproses. Komisi akan dikonfirmasi setelah pesanan selesai.,Pesanan Produk dari Toko yang Dipromosikan,Ada,benihsayuran,,,,,Others
26060237MA99RM,Tertunda,234111277281913,2026-06-02 21:54:39,,2026-06-02 21:47:40,VJ RUMAH BUNGA,46083996,Preferred(Non-CB),40179024884,Benih seribuan Best Seller Benih Bibit Sayur Seribuan,365604785735,Normal Product,,Perlengkapan Rumah,Taman,Bibit & Umbi,1000,2,Komisi XTRA,,2000,,1.50%,30,8.00%,160,190,0,0,0,,0,0.00%,0,100.00%,0,Tertunda,Pesanan sedang diproses. Komisi akan dikonfirmasi setelah pesanan selesai.,Pesanan Produk dari Toko yang Dipromosikan,Ada,benihsayuran,,,,,Others
26060237MA99RM,Tertunda,234111277281913,2026-06-02 21:54:39,,2026-06-02 21:47:40,VJ RUMAH BUNGA,46083996,Preferred(Non-CB),40179024884,Benih seribuan Best Seller Benih Bibit Sayur Seribuan,365604785738,Normal Product,,Perlengkapan Rumah,Taman,Bibit & Umbi,1000,2,Komisi XTRA,,2000,,1.50%,30,8.00%,160,190,0,0,0,,0,0.00%,0,100.00%,0,Tertunda,Pesanan sedang diproses. Komisi akan dikonfirmasi setelah pesanan selesai.,Pesanan Produk dari Toko yang Dipromosikan,Ada,benihsayuran,,,,,Others
26060237MA99RM,Tertunda,234111277281913,2026-06-02 21:54:39,,2026-06-02 21:47:40,VJ RUMAH BUNGA,46083996,Preferred(Non-CB),40179024884,Benih seribuan Best Seller Benih Bibit Sayur Seribuan,208811295102,Normal Product,,Perlengkapan Rumah,Taman,Bibit & Umbi,1000,2,Komisi XTRA,,2000,,1.50%,30,8.00%,160,190,0,0,0,,0,0.00%,0,100.00%,0,Tertunda,Pesanan sedang diproses. Komisi akan dikonfirmasi setelah pesanan selesai.,Pesanan Produk dari Toko yang Dipromosikan,Ada,benihsayuran,,,,,Others
26060237MA99RM,Tertunda,234111277281913,2026-06-02 21:54:39,,2026-06-02 21:47:40,VJ RUMAH BUNGA,46083996,Preferred(Non-CB),40179024884,Benih seribuan Best Seller Benih Bibit Sayur Seribuan,208811295104,Normal Product,,Perlengkapan Rumah,Taman,Bibit & Umbi,1000,2,Komisi XTRA,,2000,,1.50%,30,8.00%,160,190,0,0,0,,0,0.00%,0,100.00%,0,Tertunda,Pesanan sedang diproses. Komisi akan dikonfirmasi setelah pesanan selesai.,Pesanan Produk dari Toko yang Dipromosikan,Ada,benihsayuran,,,,,Others
26060237MA99RM,Tertunda,234111277281913,2026-06-02 21:54:39,,2026-06-02 21:47:40,VJ RUMAH BUNGA,46083996,Preferred(Non-CB),40179024884,Benih seribuan Best Seller Benih Bibit Sayur Seribuan,208811295105,Normal Product,,Perlengkapan Rumah,Taman,Bibit & Umbi,1000,2,Komisi XTRA,,2000,,1.50%,30,8.00%,160,190,0,0,0,,0,0.00%,0,100.00%,0,Tertunda,Pesanan sedang diproses. Komisi akan dikonfirmasi setelah pesanan selesai.,Pesanan Produk dari Toko yang Dipromosikan,Ada,benihsayuran,,,,,Others
26060237MA99RM,Tertunda,234111277281913,2026-06-02 21:54:39,,2026-06-02 21:47:40,VJ RUMAH BUNGA,46083996,Preferred(Non-CB),40179024884,Benih seribuan Best Seller Benih Bibit Sayur Seribuan,208811295113,Normal Product,,Perlengkapan Rumah,Taman,Bibit & Umbi,1000,1,Komisi XTRA,,1000,,1.50%,15,8.00%,80,95,0,0,0,,0,0.00%,0,100.00%,0,Tertunda,Pesanan sedang diproses. Komisi akan dikonfirmasi setelah pesanan selesai.,Pesanan Produk dari Toko yang Dipromosikan,Ada,benihsayuran,,,,,Others
26060237MA99RM,Tertunda,234111277281913,2026-06-02 21:54:39,,2026-06-02 21:47:40,VJ RUMAH BUNGA,46083996,Preferred(Non-CB),40179024884,Benih seribuan Best Seller Benih Bibit Sayur Seribuan,365604785729,Normal Product,,Perlengkapan Rumah,Taman,Bibit & Umbi,1000,10,Komisi XTRA,,10000,,1.50%,150,8.00%,800,950,0,0,0,,0,0.00%,0,100.00%,0,Tertunda,Pesanan sedang diproses. Komisi akan dikonfirmasi setelah pesanan selesai.,Pesanan Produk dari Toko yang Dipromosikan,Ada,benihsayuran,,,,,Others
26060237JUJA10,Tertunda,234111229292027,2026-06-02 21:54:10,,2026-06-02 21:38:52,Lexander Fashion,86041563,Preferred(Non-CB),40227381751,Lexander Fashion Setelan Anak Cowok Cewek Gambar Terbaru Kartun Trending Viral Boboiboy Frostfire,282270239202,Normal Product,,Fashion Bayi & Anak,Pakaian Anak Laki-Laki,Jas & Setelan,25300,1,Komisi XTRA,,22091,,1.50%,331.365,0.50%,110.455,441.82,662.715,220.905,883.62,,0,0.00%,0,100.00%,883.62,Tertunda,Pesanan sedang diproses. Komisi akan dikonfirmasi setelah pesanan selesai.,Pesanan dari Toko yang tidak Dipromosikan,Ada,Atayasetelankaosanak,,,,,Facebook
26060237JUJA10,Tertunda,234111229292027,2026-06-02 21:54:10,,2026-06-02 21:38:52,Lexander Fashion,86041563,Preferred(Non-CB),40227381751,Lexander Fashion Setelan Anak Cowok Cewek Gambar Terbaru Kartun Trending Viral Boboiboy Frostfire,375323510219,Normal Product,,Fashion Bayi & Anak,Pakaian Anak Laki-Laki,Jas & Setelan,25300,1,Komisi XTRA,,22090,,1.50%,331.35,0.50%,110.45,441.8,0,0,0,,0,0.00%,0,100.00%,0,Tertunda,Pesanan sedang diproses. Komisi akan dikonfirmasi setelah pesanan selesai.,Pesanan dari Toko yang tidak Dipromosikan,Ada,Atayasetelankaosanak,,,,,Facebook
26060237FB0D62,Tertunda,234111110275710,2026-06-02 21:51:58,,2026-06-02 21:08:00,Galery Tas Bandung,286928127,Preferred(Non-CB),19791090905,Tas Ransel Sekolah Anak TK Sd Dino Tas Ransel Anak Laki-Laki Terbaru,231836228067,Normal Product,,Fashion Bayi & Anak,Aksesoris Bayi & Anak,Tas & Koper,53000,1,Komisi XTRA,,53000,,1.50%,795,3.50%,1855,2650,795,1855,2650,,0,0.00%,0,100.00%,2650,Tertunda,Pesanan sedang diproses. Komisi akan dikonfirmasi setelah pesanan selesai.,Pesanan dari Toko yang tidak Dipromosikan,Ada,Atayasetelankaosanak,,,,,Facebook
260602374U81SG,Tertunda,234110758205361,2026-06-02 21:45:58,,2026-06-01 09:00:32,Sibu Beauty,1364173925,Preferred(Non-CB),27114587276,100% Original Shampo Penghitam Rambut Uban Menjadi Hitam Permanen Sampo Penghilang Uban Shampoo Uban Menjadi Hitam Black Herbal ,99667945591,Normal Product,,Perawatan & Kecantikan,Perawatan Rambut,Shampo,60580,1,Komisi XTRA,,60580,,1.50%,908.7,4.00%,2423.2,3331.9,908.7,2423.2,3331.9,,0,0.00%,0,100.00%,3331.9,Tertunda,Pesanan sedang diproses. Komisi akan dikonfirmasi setelah pesanan selesai.,Pesanan dari Toko yang tidak Dipromosikan,Ada,rakdapur3,,,,,Instagram
